0; lose; 1.7109050000000001; 58
0; win; 8.546570000000001; 482
0; lose; 2.833842; 128
0; win; 11.943642; 693
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
0; lose; 1.4085320000000001; 38
0; lose; 1.7109050000000001; 57
0; win; 8.546570000000001; 482
0; win; 11.943642; 694
0; win; 6.335478; 345
