expectimax,win,0:00:05.027867,5,473.204324744834
expectimax,lost,0:00:01.105279,1,100.79823417219498
expectimax,win,0:00:04.726398,5,224.7169637362643
expectimax,win,0:00:06.121817,5,470.13809355719957
expectimax,win,0:00:04.923504,5,463.8831194353618
expectimax,lost,0:00:02.519405,2,134.99612261989705
expectimax,win,0:00:03.728211,5,447.7578586053615
expectimax,lost,0:00:02.422324,1,70.22734374724493
expectimax,win,0:00:04.132948,5,457.1465749403073
expectimax,win,0:00:04.934497,5,442.65506729620756
expectimax,lost,0:00:01.109946,1,-37.59569644914665
expectimax,win,0:00:04.733604,5,458.14644175684816
expectimax,lost,0:00:02.015929,2,180.41661398228308
expectimax,lost,0:00:00.703608,1,72.06918854862552
expectimax,win,0:00:05.331314,5,471.2746743006367
expectimax,win,0:00:05.644689,5,468.82825508146806
minimax,lost,0:00:04.319676,2,156.9057274692086
minimax,win,0:00:10.520227,5,369.7728510428009
minimax,win,0:00:06.517890,5,458.393140640277
minimax,lost,0:00:03.215684,3,192.71517402731976
minimax,lost,0:00:00.178944,0,-100.07895
minimax,lost,0:00:01.508979,2,-36.754891633372594
minimax,lost,0:00:02.416696,0,-101.75986622760254
minimax,lost,0:00:04.025834,2,50.434314435275994
minimax,lost,0:00:02.515854,2,-88.9079385513151
minimax,win,0:00:10.066987,5,393.3655094189216
minimax,win,0:00:05.536572,5,461.0741939235804
minimax,win,0:00:08.362174,5,429.39536086747853
minimax,lost,0:00:04.238544,0,53.06064538908409
minimax,win,0:00:06.830100,5,467.7108521366006
minimax,win,0:00:08.738552,5,438.27915038450914
minimax,lost,0:00:02.510218,1,62.367982568574675
minimax,win,0:00:07.136742,5,455.07297351487387
minimax,lost,0:00:02.110086,0,-113.08593455065105
minimax,lost,0:00:05.327924,3,-84.97258460193878
minimax,lost,0:00:01.508901,1,18.61677663318993
minimax,lost,0:00:00.800556,0,-66.797651
minimax,win,0:00:07.255489,5,440.4225998880941
minimax,lost,0:00:01.202775,0,-46.60927699200814
minimax,win,0:00:09.442923,5,412.86389025300815
minimax,lost,0:00:00.903016,0,-61.62806909581144
minimax,lost,0:00:00.801561,0,-66.79952181851249
minimax,win,0:00:06.630535,5,474.1541923634707
expectimax,lost,0:00:02.316998,0,84.86304431864076
expectimax,lost,0:00:01.110217,1,90.64580620572674
expectimax,lost,0:00:01.408532,0,53.31602785376283
expectimax,lost,0:00:01.710905,0,60.04469049513958
expectimax,win,0:00:08.546570,5,426.2606248943757
minimax,win,0:00:11.943642,5,286.62798469178784
minimax,win,0:00:06.335478,5,450.2931340399507minimax,win,0:00:05.425088,5,475.38121369436516
minimax,lost,0:00:00.199906,0,-100.098934
minimax,lost,0:00:00.200929,1,-100.1
minimax,lost,0:00:00.704516,1,-10.94036765291672
